scenario1/map_1,843.8284271247462,153.367532368147,124.367532368147,1121.5634918610417,1.6867469879518149,5,0/0,0.10020160675048828
scenario1/map_2,807.6568542494924,140.95331880577396,109.88225099390846,1058.4924240491762,4.935064935064926,5,0/1,0.09634613990783691
scenario1/map_3,705.8994949366117,161.50966799187802,130.43860018001251,997.8477631085038,4.1358936484490405,5,0/1,0.07527327537536621
scenario1/map_4,644.2132034355966,125.53910524340085,84.49747468305827,854.2497833620569,8.998302207130738,4,1/3,0.07890582084655762
scenario1/map_5,580.5269119345813,104.0832611206852,73.01219330881972,757.622366364087,10.748560460652602,4,1/5,0.06865906715393066

scenario2/map_1,679.3847763108504,88.38477631085024,59.38477631085024,827.1543289325512,3.053435114503822,4,0/0,0.07569503784179688
scenario2/map_2,715.7817459305209,157.99494936611674,112.29646455628156,986.0731598529204,6.259541984732819,5,0/2,0.07939672470092773
scenario2/map_3,705.2132034355966,173.9533188057742,127.66904755831207,1006.8355697996838,7.175572519083961,5,0/2,0.08147048950195312
scenario2/map_4,721.6518036156099,138.32590180780443,109.32590180780446,969.3036072312198,5.801526717557248,5,0/1,0.07027626037597656

scenario3/map_1,1176.5807358037443,327.83556979968336,288.592929112564,1793.0092347159923,5.484460694698345,8,1/5,0.20243382453918457
scenario3/map_1,1186.7523086789981,174.78174593052037,138.39696961966993,1499.9310242291895,6.489945155393051,7,1/5,0.1914823055267334
scenario3/map_1,1173.9238815542517,348.9066376115488,291.4507934888329,1814.2813126546343,5.484460694698345,8,0/6,0.15769195556640625
scenario3/map_1,1178.6518036156097,157.5979797464467,135.94112549695427,1472.1909088590112,5.484460694698345,7,1/5,0.184492826461792
scenario3/map_1,1195.6518036156097,131.25483399593898,104.35533905932733,1431.2619766708767,7.038391224862894,7,1/5,0.19613051414489746
scenario3/map_1,1181.1370849898483,249.33809511662457,247.33809511662452,1677.8132752230983,5.484460694698345,8,1/5,0.18373322486877441
scenario3/map_1,1170.6812408671326,352.9066376115486,296.1076477383251,1819.6955262170077,5.118829981718465,8,0/4,0.1565415859222412

scenario4/map_1,1180.5807358037443,613.4457428549504,574.203102167831,2368.229580826518,5.850091407678248,18,1/5,0.18954753875732422
scenario4/map_1,1180.5807358037443,306.26702730475915,267.0243866176397,1753.872149726144,5.850091407678248,8,1/5,0.18485379219055176
scenario4/map_1,1180.5807358037443,178.9827560572969,139.74011537017756,1499.3036072312198,5.850091407678248,5,1/5,0.19990205764770508
scenario4/map_1,1180.5807358037443,158.8406204335659,119.59797974644661,1459.0193359837576,5.850091407678248,4,1/5,0.18858075141906738
scenario4/map_1,1180.5807358037443,125.1837661840735,85.94112549695424,1391.7056274847725,5.850091407678248,3,1/5,0.19188284873962402

cantwell,9715.256926037007,757.7300141024126,653.6589462905472,11126.645886430018,4.59620596205963,11,0/16,6.493947982788086
denmark,3362.7523086789897,159.05382386916227,97.74011537017752,3619.5462479183157,4.301745635910215,4,0/10,0.9426941871643066
eastville,9646.997041407187,846.7909806465128,719.6660889654842,11213.454111019244,5.96634934691167,11,0/24,6.428499221801758
edgemere,2927.213203435594,181.61017305526659,145.4680374315354,3254.291413922384,2.6666666666666616,4,0/4,0.7804834842681885
elmira,3572.823376490855,109.49747468305826,60.94112549695424,3743.261976670861,5.715986900863346,4,1/7,1.06807279586792
eudora,2992.024386617638,232.6690475583124,157.21320343559643,3381.9066376115343,7.509025270758118,4,2/9,0.812187910079956
greigsville,4133.208152801706,170.12489168102783,115.81118318204301,4419.144227664776,5.649717514124286,5,0/15,1.3207144737243652
mosquito,20686.20728625002,2621.983981546547,2449.8296526140034,25758.020920410847,6.587075006488452,24,1/51,30.245007038116455
pablo,3414.154328932548,200.53910524340097,142.22539674441617,3756.9188309203537,4.0000000000000036,4,0/7,1.0077078342437744
ribera,4855.024386617639,294.3624817342645,230.0071426749368,5379.394011026858,3.9287247745813714,6,0/9,1.8409712314605713
sands1,5536.705627484785,267.5512985522211,232.7523086789976,6037.009234716015,3.696021120120685,6,2/11,2.4659135341644287
sands2,5598.46803743154,251.69343417595215,204.96551211459422,6055.1269837221025,2.2128749085588817,6,1/9,2.5897810459136963
scioto1,8650.274169979715,687.8427124746208,596.3452377915621,9934.462120245938,4.484686436558105,10,2/12,5.495656728744507
scioto2,9524.457936163783,769.4335495461305,668.6639969244297,10962.55548263439,4.840496233938851,11,0/17,6.411225318908691
sisters1,4326.840620433566,260.26702730475876,195.26702730475876,4782.374675043063,3.0042918454935563,5,0/5,1.5150673389434814
swormville,5827.102597104437,464.5046173579958,384.9066376115486,6676.513852073991,5.535257581293385,7,0/16,2.459728240966797
